,tweet_id,favorite_count,retweet_count
433,820690176645140481,12285,3250
434,820494788566847489,0,568
435,820446719150292993,0,2583
436,820314633777061888,3369,568
437,820078625395449857,19947,6331
438,820013781606658049,0,1181
439,819952236453363712,5361,1181
440,819924195358416896,12995,4916
441,819711362133872643,13461,3132
442,819588359383371776,9713,2004
443,819347104292290561,7267,1215
444,819238181065359361,2283,410
445,819227688460238848,23231,6775
446,819015337530290176,0,37133
447,819015331746349057,0,19091
448,819006400881917954,45635,19091
449,819004803107983360,87573,37133
450,818646164899774465,0,21162
451,818627210458333184,22577,7592
452,818614493328580609,9925,2583
453,818588835076603904,0,6196
454,818536468981415936,10992,2477
455,818307523543449600,0,8161
456,818259473185828864,11107,2285
457,818145370475810820,12370,2594
458,817908911860748288,4896,810
459,817827839487737858,52079,27303
460,817777686764523521,10840,2716
461,817536400337801217,11862,2988
462,817502432452313088,0,3420
463,817423860136083457,34117,14831
464,817415592588222464,5645,955
465,817181837579653120,0,8535
466,817171292965273600,8845,2042
467,817120970343411712,12332,2621
468,817056546584727552,8676,1657
469,816829038950027264,0,4756
470,816816676327063552,10098,2062
471,816697700272001025,9881,2213
472,816450570814898180,30686,8161
473,816336735214911488,8676,1960
474,816091915477250048,9017,2167
475,816062466425819140,0,1030
476,816014286006976512,0,5315
477,815990720817401858,4991,1030
478,815966073409433600,22638,8535
479,815745968457060357,0,4173
480,815736392542261248,9934,2281
481,815639385530101762,8316,1669
482,815390420867969024,10460,3838
483,814986499976527872,7737,1289
484,814638523311648768,11386,2726
485,814578408554463233,0,5904
486,814530161257443328,8730,1883
487,814153002265309185,29047,8771
488,813944609378369540,0,3221
489,813910438903693312,9398,1886
490,813812741911748608,36791,14137
491,813800681631023104,8401,1783
492,813217897535406080,18841,7370
493,813202720496779264,9336,1834
494,813187593374461952,20095,4410
495,813172488309972993,9375,1949
496,813157409116065792,7863,2234
497,813142292504645637,8572,2411
498,813130366689148928,4519,452
499,813127251579564032,11978,3169
500,813112105746448384,10418,2777
501,813096984823349248,10691,3665
502,813081950185472002,10003,2812
503,813066809284972545,8045,1977
504,813051746834595840,21218,7453
505,812781120811126785,7662,1925
506,812747805718642688,0,0
507,812709060537683968,6688,1447
508,812503143955202048,6150,1236
509,812466873996607488,8059,1952
510,812372279581671427,13810,3704
511,811985624773361665,7351,1419
512,811744202451197953,7636,1620
513,811647686436880384,5679,750
514,811627233043480576,12917,3118
515,811386762094317568,21168,6467
516,810984652412424192,5402,1456
517,810896069567610880,9124,1795
518,810657578271330305,11102,2683
519,810284430598270976,35690,11447
520,810254108431155201,14883,3420
521,809920764300447744,15728,3995
522,809808892968534016,0,4955
523,809448704142938112,7023,1484
524,809220051211603969,20170,5676
525,809084759137812480,13411,3575
526,808838249661788160,10245,3084
527,808733504066486276,8003,2193
528,808501579447930884,11459,2639
529,808344865868283904,43108,21162
530,808134635716833280,0,6020
531,808106460588765185,8906,2233
532,808001312164028416,12689,3587
533,807621403335917568,14775,3672
534,807106840509214720,119789,56169
535,807059379405148160,0,7458
536,807010152071229440,13257,3918
537,806629075125202948,75653,35117
538,806620845233815552,0,5612
539,806576416489959424,4956,1975
540,806542213899489280,10356,2390
541,806242860592926720,0,11801
542,806219024703037440,6521,1213
543,805958939288408065,0,5446
544,805932879469572096,8385,1951
545,805826884734976000,6653,1857
546,805823200554876929,0,8145
547,805520635690676224,5829,1680
548,805487436403003392,8908,2556
549,805207613751304193,7937,1745
550,804738756058218496,13885,3866
551,804475857670639616,6217,2038
552,804413760345620481,0,3280
553,804026241225523202,45068,16393
554,803773340896923648,10194,2782
555,803692223237865472,0,7541
556,803638050916102144,11086,4202
557,803380650405482500,7880,1894
558,803321560782307329,0,5403
559,803276597545603072,10166,2491
560,802952499103731712,9141,2037
561,802624713319034886,0,2957
562,802600418706604034,7202,1489
563,802572683846291456,9053,2549
564,802323869084381190,16437,5918
565,802265048156610565,6858,1398
566,802247111496568832,0,0
567,802239329049477120,9200,2662
568,802185808107208704,0,276
569,801958328846974976,7861,1743
570,801854953262350336,1806,240
571,801538201127157760,8340,2103
572,801285448605831168,6137,834
573,801167903437357056,24791,6020
574,801127390143516673,0,4005
575,801115127852503040,8187,2129
576,800859414831898624,695,98
577,800855607700029440,0,1635
578,800751577355128832,10707,2837
579,800513324630806528,13298,3034
580,800459316964663297,9641,2201
581,800443802682937345,0,4384
582,800388270626521089,11300,2851
583,800188575492947969,0,4006
584,800141422401830912,15490,2583
585,800018252395122689,28765,13366
586,799774291445383169,0,4762
587,799757965289017345,8514,2201
588,799422933579902976,8180,1958
589,799308762079035393,0,5549
590,799297110730567681,10031,2803
591,799063482566066176,8183,2502
592,798933969379225600,13269,4533
593,798925684722855936,7606,1463
594,798705661114773508,0,6745
595,798701998996647937,0,7906
596,798697898615730177,0,6622
597,798694562394996736,0,5042
598,798686750113755136,0,2370
599,798682547630837760,0,4792
600,798673117451325440,0,5631
601,798665375516884993,0,3972
602,798644042770751489,0,1881
603,798628517273620480,0,2008
604,798585098161549313,0,5789
605,798576900688019456,0,5937
606,798340744599797760,0,3394
607,798209839306514432,10560,2607
608,797971864723324932,11751,3157
609,797545162159308800,14747,4944
610,797236660651966464,20234,6683
611,797165961484890113,227,26
612,796904159865868288,0,9067
613,796865951799083009,7802,1950
614,796759840936919040,11998,3074
615,796563435802726400,0,7387
616,796484825502875648,7679,1783
617,796387464403357696,11149,4211
618,796177847564038144,0,14477
619,796149749086875649,32676,14477
620,796125600683540480,5027,1834
621,796116448414461957,9220,2452
622,796080075804475393,8577,2344
623,796031486298386433,10953,3765
624,795464331001561088,50255,23982
625,795400264262053889,10210,2920
626,795076730285391872,16417,5509
627,794983741416415232,0,3421
628,794926597468000259,10373,2336
629,794355576146903043,0,10454
630,794332329137291264,9709,2722
631,794205286408003585,9348,3374
632,793962221541933056,17044,4955
633,793845145112371200,9351,1896
634,793614319594401792,0,3182
635,793601777308463104,8096,1649
636,793500921481273345,10809,2412
637,793286476301799424,24921,9296
638,793271401113350145,8818,2427
639,793256262322548741,20232,8467
640,793241302385262592,10653,3347
641,793226087023144960,9967,2915
642,793210959003287553,9048,2837
643,793195938047070209,15494,5711
644,793180763617361921,7028,2030
645,793165685325201412,9535,2830
646,793150605191548928,6261,1723
647,793135492858580992,6517,2535
648,793120401413079041,12832,3977
649,792913359805018113,14531,4039
650,792883833364439040,11460,4334
651,792773781206999040,7452,1699
652,792394556390137856,13628,4351
653,792050063153438720,7243,1828
654,791821351946420224,0,21394
655,791784077045166082,0,9720
656,791780927877898241,0,3877
657,791774931465953280,45725,22496
658,791672322847637504,11910,3182
659,791406955684368384,13316,4173
660,791312159183634433,8910,2573
661,791026214425268224,0,4162
662,790987426131050500,9955,2167
663,790946055508652032,16865,4756
664,790723298204217344,0,2345
665,790698755171364864,8330,1953
666,790581949425475584,20916,7249
667,790337589677002753,7932,1909
668,790277117346975746,12733,3221
669,790227638568808452,0,3620
670,789986466051088384,9383,2345
671,789960241177853952,0,4174
672,789903600034189313,10473,4193
673,789628658055020548,7592,1792
674,789599242079838210,6862,1954
675,789530877013393408,11876,3421
676,789314372632018944,8765,2323
677,789280767834746880,0,5011
678,789268448748703744,9223,2638
679,789137962068021249,9843,2832
680,788908386943430656,27775,12644
681,788765914992902144,27672,10454
682,788552643979468800,0,7271
683,788412144018661376,15740,5337
684,788178268662984705,7315,2122
685,788150585577050112,6199,1303
686,788070120937619456,0,3471
687,788039637453406209,6203,1339
688,787810552592695296,8726,3088
689,787717603741622272,10388,2812
690,787397959788929025,11030,2879
691,787322443945877504,7874,1763
692,787111942498508800,0,6836
693,786963064373534720,26945,8073
694,786729988674449408,0,2451
695,786709082849828864,18446,6192
696,786664955043049472,10725,2589
697,786595970293370880,9561,3157
698,786363235746385920,11014,3550
699,786286427768250368,8064,2883
700,786233965241827333,15436,4791
701,786051337297522688,1437,156
702,786036967502913536,0,7097
703,785927819176054784,11516,3229
704,785872687017132033,6776,1835
705,785639753186217984,7929,2263
706,785533386513321988,9228,2021
707,785515384317313025,6191,1277
708,785264754247995392,7342,1653
709,785170936622350336,12167,4886
710,784826020293709826,10216,3280
711,784517518371221505,9068,2564
712,784431430411685888,5767,1284
713,784183165795655680,20290,8145
714,784057939640352768,30074,11238
715,783839966405230592,30352,10890
716,783821107061198850,7429,1996
717,783695101801398276,10570,3250
718,783466772167098368,8549,2273
719,783391753726550016,17049,5537
720,783347506784731136,0,5604
721,783334639985389568,29439,11801
722,783085703974514689,8226,2228
723,782969140009107456,24347,7458
724,782747134529531904,7542,1423
725,782722598790725632,17427,5446
726,782598640137187329,7870,1891
727,782305867769217024,16802,5620
728,782021823840026624,0,6263
729,781955203444699136,11229,3404
730,781661882474196992,10517,2740
731,781655249211752448,4028,1141
732,781524693396357120,20926,5612
733,781308096455073793,7201,2574
734,781251288990355457,8517,2095
735,781163403222056960,9893,2768
736,780931614150983680,21815,7387
737,780858289093574656,7244,2031
738,780800785462489090,5530,1313
739,780601303617732608,12215,3377
740,780543529827336192,6359,1754
741,780496263422808064,0,3722
742,780476555013349377,0,114
743,780459368902959104,5344,1086
744,780192070812196864,8781,2254
745,780092040432480260,0,2313
746,780074436359819264,12272,5014
747,779834332596887552,19053,7097
748,779377524342161408,8869,3132
749,779124354206535695,0,18427
750,779123168116150273,0,0
751,779056095788752897,14877,4572
752,778990705243029504,20122,7250
753,778774459159379968,0,9967
754,778764940568104960,873,365
755,778748913645780993,6945,1322
756,778650543019483137,5815,1509
757,778624900596654080,4667,1016
758,778408200802557953,13712,4357
759,778396591732486144,0,12314
760,778383385161035776,5884,1109
761,778286810187399168,10442,3318
762,778039087836069888,8564,2662
763,778027034220126208,6588,1624
764,777953400541634568,0,3552
765,777885040357281792,6383,1637
766,777684233540206592,11294,2957
767,777641927919427584,0,4254
768,777621514455814149,8801,2517
769,777189768882946048,14373,4330
770,776819012571455488,0,13766
771,776813020089548800,4915,1213
772,776477788987613185,8869,2799
773,776249906839351296,0,9183
774,776218204058357768,30075,15962
775,776201521193218049,9672,2533
776,776113305656188928,11836,4384
777,776088319444877312,1854,151
778,775898661951791106,0,16615
779,775842724423557120,11772,2669
780,775733305207554048,13946,4005
781,775729183532220416,13067,4623
782,775364825476165632,7442,2989
783,775350846108426240,10227,3929
784,775096608509886464,0,0
785,775085132600442880,15636,4762
786,774757898236878852,8642,1793
787,774639387460112384,6767,1741
788,774314403806253056,21882,5549
789,773985732834758656,10772,3882
790,773922284943896577,6433,1755
791,773704687002451968,6634,1636
792,773670353721753600,5376,1314
793,773547596996571136,22214,6196
794,773336787167145985,0,5108
795,773308824254029826,23408,7503
796,773247561583001600,9512,3266
797,773191612633579521,10045,4153
798,772877495989305348,8601,3891
799,772826264096874500,8100,2358
800,772615324260794368,0,3391
801,772581559778025472,6532,1702
802,772193107915964416,6071,1395
803,772152991789019136,3817,1133
804,772117678702071809,3794,743
805,772114945936949249,2739,470
806,772102971039580160,4016,945
807,771908950375665664,6618,1914
808,771770456517009408,12049,3394
809,771500966810099713,8292,2620
810,771380798096281600,10517,5108
811,771171053431250945,0,7490
812,771136648247640064,9188,2932
813,771102124360998913,6264,1448
814,771014301343748096,6889,1664
815,771004394259247104,0,0
816,770787852854652928,4942,1202
817,770772759874076672,5189,1418
818,770743923962707968,0,0
819,770655142660169732,7358,1772
820,770414278348247044,6345,2104
821,770293558247038976,6266,1482
822,770093767776997377,0,3062
823,770069151037685760,7623,2307
824,769940425801170949,31452,9603
825,769695466921623552,6436,1687
826,769335591808995329,0,7752
827,769212283578875904,5410,1726
828,768970937022709760,14391,6529
829,768909767477751808,0,2678
830,768855141948723200,4209,891
831,768609597686943744,4137,1205
832,768596291618299904,5050,1286
833,768554158521745409,0,5862
834,768473857036525572,13660,3440
835,768193404517830656,10890,3552
836,767884188863397888,4753,1384
837,767754930266464257,16045,5403
838,767500508068192258,7521,2340
839,767191397493538821,12346,3768
840,767122157629476866,10194,2860
841,766864461642756096,0,5639
842,766793450729734144,5079,1357
843,766714921925144576,2619,378
844,766693177336135680,4021,796
845,766423258543644672,6010,1591
846,766313316352462849,6807,1890
847,766078092750233600,0,2629
848,766069199026450432,4233,853
849,766008592277377025,3746,497
850,765719909049503744,7244,2155
851,765669560888528897,5199,1222
852,765395769549590528,26654,3387
853,765371061932261376,7077,2167
854,765222098633691136,11642,3391
855,764857477905154048,6456,1777
856,764259802650378240,6025,1499
857,763956972077010945,760,54
858,763837565564780549,12589,4162
859,763183847194451968,5389,1469
860,763167063695355904,0,3019
861,763103485927849985,7367,2295
862,762699858130116608,12149,3620
863,762471784394268675,11228,6410
864,762464539388485633,10310,4174
865,762316489655476224,4808,1123
866,762035686371364864,31878,15549
867,761976711479193600,5404,2005
868,761750502866649088,0,3918
869,761745352076779520,4277,863
870,761672994376806400,49513,29102
871,761599872357261312,4122,1191
872,761371037149827077,0,18058
873,761334018830917632,5193,1450
874,761292947749015552,4490,1086
875,761227390836215808,5324,1563
876,761004547850530816,11331,3471
877,760893934457552897,3817,977
878,760656994973933572,6589,1906
879,760641137271070720,4978,1294
880,760539183865880579,7562,3616
881,760521673607086080,4221,1384
882,760290219849637889,26774,11483
883,760252756032651264,3950,867
884,760190180481531904,5696,1802
885,760153949710192640,0,31
886,759943073749200896,5942,2079
887,759923798737051648,14672,5639
888,759846353224826880,6736,1966
889,759793422261743616,5956,1906
890,759566828574212096,0,0
891,759557299618865152,4696,1181
892,759447681597108224,8483,2451
893,759446261539934208,1672,486
894,759197388317847553,6074,1943
895,759159934323924993,0,1153
896,759099523532779520,14500,4164
897,759047813560868866,6479,2006
898,758854675097526272,3546,893
899,758828659922702336,11205,3821
900,758740312047005698,5729,1611
901,758474966123810816,3801,998
902,758467244762497024,4773,2207
903,758405701903519748,5213,1907
904,758355060040593408,3390,1066
905,758099635764359168,19035,9967
906,758041019896193024,2699,373
907,757741869644341248,6866,3237
908,757729163776290825,0,7908
909,757725642876129280,4539,1208
910,757611664640446465,4561,1105
911,757597904299253760,0,300
912,757596066325864448,4327,1053
913,757400162377592832,15105,6839
914,757393109802180609,5801,1731
915,757354760399941633,4511,1417
916,756998049151549440,6278,1980
917,756939218950160384,6640,2000
918,756651752796094464,5038,1298
919,756526248105566208,10394,3567
920,756303284449767430,3923,1088
921,756288534030475264,43888,17663
922,756275833623502848,6400,1525
923,755955933503782912,7311,2868
924,755206590534418437,16402,5346
925,755110668769038337,21152,11046
926,754874841593970688,0,7880
927,754856583969079297,6891,2508
928,754747087846248448,2586,517
929,754482103782404096,5274,1948
930,754449512966619136,3747,729
931,754120377874386944,7861,2351
932,754011816964026368,0,0
933,753655901052166144,5828,2160
934,753420520834629632,7881,3556
935,753398408988139520,5741,1893
936,753375668877008896,7617,2313
937,753298634498793472,0,5680
938,753294487569522689,3362,1035
939,753039830821511168,37014,20780
940,753026973505581056,3913,961
941,752932432744185856,12598,6836
942,752917284578922496,6915,1569
943,752701944171524096,0,2844
944,752682090207055872,5989,1585
945,752660715232722944,4370,1549
