,tweet_id,favorite_count,retweet_count
946,752568224206688256,5478,2272
947,752519690950500352,7347,3426
948,752334515931054080,3803,1089
949,752309394570878976,0,16180
950,752173152931807232,5953,1829
951,751950017322246144,3050,908
952,751937170840121344,5178,1324
953,751830394383790080,5794,1936
954,751793661361422336,5806,2886
955,751598357617971201,7895,3025
956,751583847268179968,4378,1095
957,751538714308972544,5019,1256
958,751456908746354688,3205,994
959,751251247299190784,12461,5847
960,751205363882532864,6300,1802
961,751132876104687617,5050,1292
962,750868782890057730,4770,1352
963,750719632563142656,13125,5011
964,750506206503038976,4424,1136
965,750429297815552001,13124,4254
966,750383411068534784,4541,1145
967,750381685133418496,692,27
968,750147208377409536,3089,956
969,750132105863102464,3599,1289
970,750117059602808832,4314,1301
971,750101899009982464,3032,835
972,750086836815486976,2162,528
973,750071704093859840,7805,3315
974,750056684286914561,3149,892
975,750041628174217216,3167,610
976,750026558547456000,2712,787
977,750011400160841729,3236,904
978,749996283729883136,3059,810
979,749981277374128128,5098,2450
980,749774190421639168,4645,1308
981,749417653287129088,6088,1630
982,749403093750648834,2612,530
983,749395845976588288,8517,3415
984,749317047558017024,5481,2220
985,749075273010798592,5727,2061
986,749064354620928000,4785,1509
987,749036806121881602,3082,788
988,748977405889503236,10716,3375
989,748932637671223296,5783,2227
990,748705597323898880,2770,943
991,748699167502000129,4721,1573
992,748692773788876800,4227,1321
993,748575535303884801,6034,1959
994,748568946752774144,2189,665
995,748346686624440324,5195,1221
996,748337862848962560,7585,4074
997,748324050481647620,3664,751
998,748307329658011649,3645,704
999,748220828303695873,14047,7723
1000,747963614829678593,5735,2124
1001,747933425676525569,6561,2515
1002,747885874273214464,2923,966
1003,747844099428986880,2804,745
1004,747816857231626240,4821,1149
1005,747651430853525504,1376,153
1006,747648653817413632,12803,5795
1007,747600769478692864,2310,552
1008,747594051852075008,3656,1049
1009,747512671126323200,5504,1595
1010,747461612269887489,3843,1033
1011,747439450712596480,5380,1898
1012,747242308580548608,0,2885
1013,747219827526344708,5229,1550
1014,747204161125646336,3356,915
1015,747103485104099331,9494,3933
1016,746906459439529985,2877,294
1017,746872823977771008,5940,2113
1018,746818907684614144,5288,1725
1019,746790600704425984,4834,1589
1020,746757706116112384,9512,3877
1021,746726898085036033,6009,1779
1022,746542875601690625,4999,1864
1023,746521445350707200,0,976
1024,746507379341139972,4620,1075
1025,746369468511756288,6144,1616
1026,746131877086527488,6863,2180
1027,746056683365994496,3530,803
1028,745789745784041472,3986,1056
1029,745712589599014916,6955,2307
1030,745433870967832576,7024,2511
1031,745422732645535745,8500,2420
1032,745314880350101504,7128,2727
1033,745074613265149952,7773,3455
1034,745057283344719872,7202,2239
1035,744995568523612160,2950,610
1036,744971049620602880,7811,2658
1037,744709971296780288,5567,1551
1038,744334592493166593,6730,2086
1039,744234799360020481,155086,77067
1040,744223424764059648,1651,360
1041,743980027717509120,4133,1083
1042,743895849529389061,3620,954
1043,743835915802583040,0,2050
1044,743609206067040256,4429,1370
1045,743595368194129920,18203,6464
1046,743545585370791937,3501,933
1047,743510151680958465,7865,3704
1048,743253157753532416,4192,1213
1049,743222593470234624,6146,1892
1050,743210557239623680,3799,1344
1051,742534281772302336,7005,3533
1052,742528092657332225,4371,1946
1053,742465774154047488,7194,3881
1054,742423170473463808,9728,3722
1055,742385895052087300,6736,1945
1056,742161199639494656,4299,1351
1057,742150209887731712,5066,1528
1058,741793263812808706,4500,1495
1059,741743634094141440,8094,2719
1060,741438259667034112,3654,820
1061,741303864243200000,8697,3164
1062,741099773336379392,9883,5450
1063,741067306818797568,9423,3062
1064,740995100998766593,6299,2704
1065,740711788199743490,3370,925
1066,740699697422163968,2819,772
1067,740676976021798912,17996,6745
1068,740373189193256964,34682,13159
1069,740365076218183684,2432,426
1070,740359016048689152,3263,853
1071,740214038584557568,6621,1942
1072,739979191639244800,19757,5862
1073,739932936087216128,4011,1062
1074,739844404073074688,3767,848
1075,739623569819336705,3734,1335
1076,739606147276148736,5335,1635
1077,739544079319588864,39096,20978
1078,739485634323156992,7078,2894
1079,739238157791694849,114632,57243
1080,738891149612572673,109,6
1081,738885046782832640,3731,1129
1082,738883359779196928,3268,782
1083,738537504001953792,5027,1515
1084,738402415918125056,3216,818
1085,738184450748633089,4269,1197
1086,738166403467907072,8674,3308
1087,738156290900254721,2475,632
1088,737826014890496000,5211,1746
1089,737800304142471168,9884,3420
1090,737678689543020544,4980,1295
1091,737445876994609152,10133,4402
1092,737322739594330112,3561,804
1093,737310737551491075,14496,7313
1094,736736130620620800,4204,1702
1095,736392552031657984,17491,7271
1096,736365877722001409,3922,1227
1097,736225175608430592,8022,2741
1098,736010884653420544,7798,2940
1099,735991953473572864,3553,1134
1100,735648611367784448,3983,1086
1101,735635087207878657,6089,2320
1102,735274964362878976,12859,4966
1103,735256018284875776,3285,867
1104,735137028879360001,3090,961
1105,734912297295085568,2717,518
1106,734787690684657664,12364,6197
1107,734776360183431168,2470,531
1108,734559631394082816,1462,391
1109,733828123016450049,3531,770
1110,733822306246479872,3621,1009
1111,733482008106668032,3097,938
1112,733460102733135873,4139,1264
1113,733109485275860992,49587,16614
1114,732732193018155009,2400,528
1115,732726085725589504,3503,879
1116,732585889486888962,3616,768
1117,732375214819057664,7966,2477
1118,732005617171337216,14695,5315
1119,731285275100512256,3441,980
1120,731156023742988288,3787,1249
1121,730924654643314689,6060,1947
1122,730573383004487680,4828,2101
1123,730427201120833536,3441,1029
1124,730211855403241472,3768,1043
1125,730196704625098752,4772,1869
1126,729854734790754305,3973,1107
1127,729838605770891264,1698,378
1128,729823566028484608,3919,1229
1129,729463711119904772,5709,2285
1130,729113531270991872,1849,319
1131,728986383096946689,3097,808
1132,728760639972315136,4609,1673
1133,728751179681943552,2719,668
1134,728653952833728512,3263,1017
1135,728409960103686147,4840,1969
1136,728387165835677696,3649,946
1137,728046963732717569,4236,1180
1138,728035342121635841,4502,1644
1139,728015554473250816,4055,1088
1140,727685679342333952,2923,634
1141,727644517743104000,5794,1719
1142,727524757080539137,4406,1201
1143,727314416056803329,3289,727
1144,727286334147182592,3006,798
1145,727175381690781696,3860,1362
1146,727155742655025152,3570,1308
1147,726935089318363137,6767,2408
1148,726887082820554753,3787,1504
1149,726828223124897792,3510,989
1150,726224900189511680,4364,1123
1151,725842289046749185,6975,2629
1152,725786712245440512,4108,1350
1153,725729321944506368,5129,1756
1154,725458796924002305,1392,607
1155,724983749226668032,3682,1287
1156,724771698126512129,2313,625
1157,724405726123311104,5201,1625
1158,724049859469295616,4261,1749
1159,724046343203856385,2619,545
1160,724004602748780546,4113,1519
1161,723912936180330496,3829,1216
1162,723688335806480385,7563,2887
1163,723673163800948736,2967,873
1164,723179728551723008,5228,1831
1165,722974582966214656,4044,1537
1166,722613351520608256,4890,1611
1167,721503162398597120,4550,1810
1168,721001180231503872,2493,601
1169,720785406564900865,3070,755
1170,720775346191278080,2423,652
1171,720415127506415616,4063,1476
1172,720389942216527872,6272,2464
1173,720340705894408192,2823,964
1174,720059472081784833,3802,1107
1175,720043174954147842,4837,1972
1176,719991154352222208,4771,1717
1177,719704490224398336,4470,1404
1178,719551379208073216,4966,1872
1179,719367763014393856,2757,729
1180,719339463458033665,4368,1210
1181,719332531645071360,3378,932
1182,718971898235854848,3431,1058
1183,718939241951195136,5172,1731
1184,718631497683582976,18597,7906
1185,718613305783398402,2403,475
1186,718540630683709445,2417,999
1187,718460005985447936,2655,515
1188,718454725339934721,4788,1487
1189,718246886998687744,1880,493
1190,718234618122661888,3807,977
1191,717841801130979328,2418,594
1192,717790033953034240,2837,1090
1193,717537687239008257,5698,1825
1194,717428917016076293,1591,440
1195,717421804990701568,3117,827
1196,717047459982213120,6200,1898
1197,717009362452090881,3198,947
1198,716802964044845056,4225,1152
1199,716791146589110272,8043,1554
1200,716730379797970944,1214,418
1201,716447146686459905,12868,5773
1202,716439118184652801,2343,205
1203,716285507865542656,2729,1039
1204,716080869887381504,6665,1868
1205,715928423106027520,3144,862
1206,715758151270801409,3663,1412
1207,715733265223708672,4587,1660
1208,715704790270025728,2749,558
1209,715696743237730304,3854,1270
1210,715680795826982913,4245,1588
1211,715360349751484417,5394,1536
1212,715342466308784130,2999,684
1213,715220193576927233,2388,638
1214,715200624753819648,5066,1851
1215,715009755312439296,4091,1208
1216,714982300363173890,3682,1015
1217,714962719905021952,7244,4190
1218,714957620017307648,4067,1391
1219,714631576617938945,3228,980
1220,714606013974974464,3581,912
1221,714485234495041536,2647,1109
1222,714258258790387713,2988,712
1223,714251586676113411,3230,823
1224,714214115368108032,2235,856
1225,714141408463036416,4266,1374
1226,713919462244790272,3247,780
1227,713909862279876608,1867,530
1228,713900603437621249,2797,732
1229,713761197720473600,4792,1351
1230,713411074226274305,4380,1281
1231,713177543487135744,7121,2788
1232,713175907180089344,4397,1453
1233,712809025985978368,18799,6622
1234,712717840512598017,12171,4902
1235,712668654853337088,4126,1198
1236,712438159032893441,5240,1541
1237,712309440758808576,240,25
1238,712097430750289920,3727,1015
1239,712092745624633345,2903,874
1240,712085617388212225,3229,478
1241,712065007010385924,2235,611
1242,711998809858043904,0,125
1243,711968124745228288,7946,2265
1244,711743778164514816,2801,972
1245,711732680602345472,8714,4046
1246,711694788429553666,32411,18058
1247,711652651650457602,3806,900
1248,711363825979756544,3602,1115
1249,711306686208872448,3254,725
1250,711008018775851008,2957,602
1251,710997087345876993,4509,1370
1252,710844581445812225,2511,678
1253,710833117892898816,2652,523
1254,710658690886586372,2276,552
1255,710609963652087808,4734,2335
1256,710588934686908417,4477,1835
1257,710296729921429505,2348,726
1258,710283270106132480,2122,516
1259,710272297844797440,4475,1233
1260,710269109699739648,2360,1101
1261,710153181850935296,2864,877
1262,710140971284037632,2718,867
1263,710117014656950272,5417,1964
1264,709918798883774466,3445,1073
1265,709901256215666688,655,99
1266,709852847387627521,3473,1186
1267,709566166965075968,3501,1186
1268,709556954897764353,3246,1055
1269,709519240576036864,1476,234
1270,709449600415961088,2191,562
1271,709409458133323776,2584,670
1272,709225125749587968,2382,566
1273,709207347839836162,12360,5701
1274,709198395643068416,2404,636
1275,709179584944730112,1976,663
1276,709158332880297985,2010,410
1277,709042156699303936,4674,1605
1278,708853462201716736,1777,651
1279,708845821941387268,2940,887
1280,708834316713893888,1661,494
1281,708810915978854401,16257,6820
1282,708738143638450176,2720,799
1283,708711088997666817,2502,708
1284,708479650088034305,2511,670
1285,708469915515297792,3061,802
1286,708400866336894977,15775,9907
1287,708356463048204288,3533,1297
1288,708349470027751425,2313,726
1289,708149363256774660,4227,1533
1290,708130923141795840,3336,840
1291,708119489313951744,2660,969
1292,708109389455101952,1921,543
1293,708026248782585858,4336,1902
1294,707995814724026368,3092,1110
1295,707983188426153984,50,2
1296,707969809498152960,2671,954
1297,707776935007539200,3240,944
1298,707741517457260545,2460,607
1299,707738799544082433,4026,2427
1300,707693576495472641,3355,979
1301,707629649552134146,2545,860
1302,707610948723478529,16757,6263
1303,707420581654872064,2241,688
1304,707411934438625280,2278,591
1305,707387676719185920,3454,1266
1306,707377100785885184,3237,1077
1307,707315916783140866,2442,632
1308,707297311098011648,2740,774
1309,707059547140169728,2563,663
1310,707038192327901184,2159,778
1311,707021089608753152,4032,1339
1312,707014260413456384,2289,589
1313,706904523814649856,14406,7752
1314,706901761596989440,2031,586
1315,706681918348251136,3263,964
1316,706644897839910912,2539,1076
1317,706593038911545345,2127,626
1318,706538006853918722,3441,1410
1319,706516534877929472,3079,1023
1320,706346369204748288,3407,912
1321,706310011488698368,21050,7819
1322,706291001778950144,1678,473
1323,706265994973601792,2701,923
1324,706169069255446529,3860,2180
1325,706166467411222528,5099,1581
1326,706153300320784384,1467,381
1327,705975130514706432,3069,723
1328,705970349788291072,3139,884
1329,705898680587526145,2337,542
1330,705786532653883392,1909,511
1331,705591895322394625,3125,1136
1332,705475953783398401,2920,896
1333,705442520700944385,4376,1603
1334,705428427625635840,3771,1661
1335,705239209544720384,2972,743
1336,705223444686888960,2557,788
1337,705102439679201280,2117,511
1338,705066031337840642,2159,615
1339,704871453724954624,4227,1103
1340,704859558691414016,2225,533
1341,704847917308362754,5008,1506
1342,704819833553219584,2612,973
1343,704761120771465216,6567,2885
1344,704499785726889984,2882,1003
1345,704491224099647488,744,78
1346,704480331685040129,3349,1057
1347,704364645503647744,7896,3507
1348,704347321748819968,1564,347
1349,704134088924532736,1492,453
1350,704113298707505153,1831,565
1351,704054845121142784,2892,905
1352,703774238772166656,1826,454
1353,703769065844768768,3237,1131
1354,703631701117943808,2551,674
1355,703611486317502464,3797,1510
1356,703425003149250560,3768,1352
1357,703407252292673536,2415,688
1358,703382836347330562,3477,1129
1359,703356393781329922,1898,382
1360,703268521220972544,1956,544
1361,703079050210877440,7303,3037
1362,703041949650034688,26050,12314
1363,702932127499816960,2550,716
1364,702899151802126337,1593,448
1365,702684942141153280,3194,1064
1366,702671118226825216,2176,550
1367,702598099714314240,12105,3389
1368,702539513671897089,2857,947
1369,702332542343577600,3142,1526
1370,702321140488925184,3245,1030
1371,702276748847800320,2436,759
1372,702217446468493312,4714,1324
1373,701981390485725185,3415,979
1374,701952816642965504,3806,1013
1375,701889187134500865,3503,1371
1376,701805642395348998,3382,1652
1377,701601587219795968,2073,445
1378,701570477911896070,2777,914
1379,701545186879471618,2630,604
1380,701214700881756160,12069,5042
1381,700890391244103680,2193,560
1382,700864154249383937,2568,612
1383,700847567345688576,2431,499
1384,700796979434098688,2416,928
1385,700747788515020802,22564,9183
1386,700518061187723268,2577,786
1387,700505138482569216,2262,560
1388,700462010979500032,4082,1769
1389,700167517596164096,2605,722
1390,700151421916807169,2218,662
1391,700143752053182464,7460,2678
1392,700062718104104960,2623,684
1393,700029284593901568,2052,580
1394,700002074055016451,3278,1323
1395,699801817392291840,3027,939
1396,699788877217865730,2206,505
1397,699779630832685056,2708,1219
1398,699775878809702401,1939,598
1399,699691744225525762,10168,4552
1400,699446877801091073,5885,2585
1401,699434518667751424,2141,509
1402,699423671849451520,1342,321
1403,699413908797464576,2055,622
1404,699370870310113280,1866,436
1405,699323444782047232,3116,853
1406,699088579889332224,2219,625
1407,699079609774645248,2422,647
1408,699072405256409088,2942,1182
1409,699060279947165696,3705,1775
1410,699036661657767936,2579,1186
1411,698989035503689728,3302,964
1412,698953797952008193,2648,891
1413,698907974262222848,2511,618
1414,698710712454139905,2439,674
1415,698703483621523456,1433,373
1416,698635131305795584,1280,336
1417,698549713696649216,2296,617
1418,698355670425473025,1830,443
1419,698342080612007937,2247,945
1420,698262614669991936,4707,1973
1421,698195409219559425,16586,5904
1422,698178924120031232,2782,732
1423,697995514407682048,1499,330
1424,697990423684476929,3249,1283
1425,697943111201378304,2363,666
1426,697881462549430272,2977,1161
1427,697630435728322560,1721,535
1428,697616773278015490,3121,1000
1429,697596423848730625,2981,1246
1430,697575480820686848,2025,494
1431,697516214579523584,2035,1100
1432,697482927769255936,2389,662
1433,697463031882764288,3384,1383
1434,697270446429966336,4644,1850
1435,697259378236399616,3267,992
1436,697255105972801536,3005,1150
1437,697242256848379904,2487,661
1438,696900204696625153,3139,1008
1439,696894894812565505,2324,674
1440,696886256886657024,4804,1771
1441,696877980375769088,2418,704
1442,696754882863349760,1472,357
1443,696744641916489729,2045,927
1444,696713835009417216,2351,642
1445,696518437233913856,3864,1693
1446,696490539101908992,1200,140
1447,696488710901260288,2489,1006
1448,696405997980676096,3167,1143
1449,696100768806522880,1911,644
1450,695816827381944320,2987,1149
1451,695794761660297217,3131,756
1452,695767669421768709,1840,734
1453,695629776980148225,4510,2064
1454,695446424020918272,4348,1791
1455,695409464418041856,8572,3524
1456,695314793360662529,3594,1435
1457,695095422348574720,2601,608
1458,695074328191332352,2812,1081
1459,695064344191721472,1585,584
1460,695051054296211456,2634,783
1461,694925794720792577,2668,909
1462,694905863685980160,2722,927
1463,694669722378485760,35419,14187
1464,694356675654983680,1484,284
1465,694352839993344000,2009,609
1466,694342028726001664,1562,479
1467,694329668942569472,1981,497
1468,694206574471057408,4117,2011
1469,694183373896572928,2927,917
1470,694001791655137281,3369,1015
1471,693993230313091072,1856,397
1472,693942351086120961,1728,365
1473,693647888581312512,2657,576
1474,693644216740769793,1335,122
1475,693642232151285760,2511,407
1476,693629975228977152,2407,782
1477,693622659251335168,1518,370
1478,693590843962331137,4993,1933
1479,693582294167244802,1629,242
1480,693486665285931008,1755,628
1481,693280720173801472,3312,1219
1482,693267061318012928,2354,805
1483,693262851218264065,2192,491
1484,693231807727280129,2841,725
1485,693155686491000832,7793,3172
1486,693109034023534592,1694,602
1487,693095443459342336,1834,452
1488,692919143163629568,2651,742
1489,692905862751522816,2401,856
1490,692901601640583168,1742,595
1491,692894228850999298,2240,786
1492,692828166163931137,2836,874
1493,692752401762250755,6750,3592
1494,692568918515392513,4312,1514
1495,692535307825213440,3131,1342
1496,692530551048294401,1812,408
1497,692423280028966913,1468,225
1498,692417313023332352,9267,3420
1499,692187005137076224,2503,809
1500,692158366030913536,2129,778
1501,692142790915014657,1630,388
1502,692041934689402880,3380,1256
1503,692017291282812928,2857,948
1504,691820333922455552,3918,1637
1505,691793053716221953,8053,4168
1506,691756958957883396,2824,983
1507,691675652215414786,1937,500
1508,691483041324204033,2368,559
1509,691459709405118465,4002,1124
1510,691444869282295808,2619,841
1511,691416866452082688,19109,7541
1512,691321916024623104,2540,653
1513,691096613310316544,2938,870
1514,691090071332753408,1704,330
1515,690989312272396288,5845,2832
1516,690959652130045952,3544,1230
1517,690938899477221376,4051,1926
1518,690932576555528194,3250,1002
1519,690735892932222976,3743,1252
1520,690728923253055490,2156,509
1521,690690673629138944,2305,809
1522,690649993829576704,1289,275
1523,690607260360429569,294,18
1524,690597161306841088,1937,596
1525,690400367696297985,1871,445
1526,690374419777196032,3221,839
1527,690360449368465409,2645,868
1528,690348396616552449,1495,511
1529,690248561355657216,1658,412
1530,690021994562220032,2758,1017
1531,690015576308211712,2464,724
1532,690005060500217858,3626,1667
1533,689999384604450816,1404,362
1534,689993469801164801,1450,443
1535,689977555533848577,1353,440
1536,689905486972461056,2418,692
1537,689877686181715968,3013,1149
1538,689835978131935233,2152,740
1539,689661964914655233,3190,921
1540,689659372465688576,10275,3808
1541,689623661272240129,2210,631
1542,689599056876867584,11529,5450
1543,689557536375177216,2023,451
1544,689517482558820352,3364,1412
1545,689289219123089408,2236,927
1546,689283819090870273,3231,1088
1547,689280876073582592,1960,698
1548,689275259254616065,1133,242
1549,689255633275777024,2527,1070
1550,689154315265683456,3047,991
1551,689143371370250240,2001,503
1552,688916208532455424,2684,855
1553,688908934925697024,2093,753
1554,688898160958271489,2076,772
1555,688894073864884227,2222,679
1556,688828561667567616,1366,366
1557,688804835492233216,955,191
1558,688789766343622656,2201,654
1559,688547210804498433,2566,688
1560,688519176466644993,2297,717
1561,688385280030670848,9183,4427
1562,688211956440801280,2219,821
1563,688179443353796608,2118,578
1564,688116655151435777,2798,762
1565,688064179421470721,1714,357
1566,687841446767013888,5396,2472
1567,687826841265172480,2715,1108
1568,687818504314159109,2453,935
1569,687807801670897665,2375,711
1570,687732144991551489,1740,657
1571,687704180304273409,2409,832
1572,687664829264453632,1920,504
1573,687494652870668288,1879,568
1574,687480748861947905,1584,235
1575,687476254459715584,1966,525
1576,687460506001633280,2042,540
1577,687399393394311168,1871,609
1578,687317306314240000,19927,9067
1579,687312378585812992,4315,1873
1580,687127927494963200,5377,2241
1581,687124485711986689,2150,499
1582,687109925361856513,5733,2427
1583,687102708889812993,2320,966
1584,687096057537363968,2212,599
1585,686947101016735744,8545,3150
1586,686760001961103360,3485,1364
1587,686749460672679938,3435,1439
1588,686730991906516992,4095,1187
1589,686683045143953408,2792,788
1590,686618349602762752,3671,1350
1591,686606069955735556,1869,538
1592,686394059078897668,1722,682
1593,686386521809772549,3224,868
1594,686377065986265092,2182,557
1595,686358356425093120,2163,660
1596,686286779679375361,3962,1644
1597,686050296934563840,2195,721
1598,686035780142297088,1137,115
1599,686034024800862208,3053,1129
1600,686007916130873345,2458,405
1601,686003207160610816,1808,614
1602,685973236358713344,2078,515
1603,685943807276412928,1617,584
1604,685906723014619143,7427,2841
1605,685681090388975616,2009,123
1606,685667379192414208,2338,559
1607,685663452032069632,3197,1436
1608,685641971164143616,2911,770
1609,685547936038666240,32592,15419
1610,685532292383666176,3005,1144
1611,685325112850124800,9357,3918
1612,685321586178670592,2623,628
1613,685315239903100929,3277,1029
1614,685307451701334016,2049,438
1615,685268753634967552,3062,1187
1616,685198997565345792,2320,661
1617,685169283572338688,4065,1409
1618,684969860808454144,2364,363
1619,684959798585110529,6757,3082
1620,684940049151070208,3181,1035
1621,684926975086034944,3459,456
1622,684914660081053696,3480,1433
1623,684902183876321280,1853,521
1624,684880619965411328,2065,799
1625,684830982659280897,34666,21394
1626,684800227459624960,2709,989
1627,684594889858887680,8811,3459
1628,684588130326986752,4075,1389
1629,684567543613382656,2982,1192
1630,684538444857667585,2621,937
1631,684481074559381504,3851,1156
1632,684460069371654144,1955,556
1633,684241637099323392,8040,3236
1634,684225744407494656,1213,206
1635,684222868335505415,3777,1352
1636,684200372118904832,2127,1021
1637,684195085588783105,1883,504
1638,684188786104872960,3461,1159
1639,684177701129875456,1993,657
1640,684147889187209216,2953,1496
1641,684122891630342144,1983,463
1642,684097758874210310,4071,1412
1643,683857920510050305,3767,1109
1644,683852578183077888,1918,340
1645,683849932751646720,2581,951
1646,683834909291606017,2597,1096
1647,683828599284170753,2766,1053
1648,683773439333797890,3311,1331
1649,683742671509258241,6399,3251
1650,683515932363329536,7258,2844
1651,683498322573824003,3140,951
1652,683481228088049664,2629,987
1653,683462770029932544,2401,663
1654,683449695444799489,3847,1582
1655,683391852557561860,7556,2370
1656,683357973142474752,2873,904
1657,683142553609318400,2838,1029
1658,683111407806746624,3367,895
1659,683098815881154561,2143,648
1660,683078886620553216,1969,553
1661,683030066213818368,2142,729
1662,682962037429899265,36399,16322
1663,682808988178739200,1760,166
1664,682788441537560576,2448,1093
1665,682750546109968385,1504,429
1666,682697186228989953,1305,355
1667,682662431982772225,3028,1065
1668,682638830361513985,2057,590
1669,682429480204398592,3400,1138
1670,682406705142087680,7469,1744
1671,682393905736888321,2211,658
1672,682389078323662849,1640,451
1673,682303737705140231,3022,959
1674,682259524040966145,4084,1183
1675,682242692827447297,3211,1145
1676,682088079302213632,18032,9720
1677,682059653698686977,4879,1656
1678,682047327939461121,3158,922
1679,682032003584274432,6500,1974
1680,682003177596559360,3090,1500
1681,681981167097122816,2780,1019
1682,681891461017812993,2444,804
1683,681694085539872773,12660,4007
1684,681679526984871937,1750,432
1685,681654059175129088,2611,912
1686,681610798867845120,1881,459
1687,681579835668455424,3512,1281
1688,681523177663676416,14129,5680
1689,681340665377193984,1629,275
1690,681339448655802368,9174,4032
1691,681320187870711809,2615,730
1692,681302363064414209,3892,1791
1693,681297372102656000,3174,940
1694,681281657291280384,3197,1087
1695,681261549936340994,1441,267
1696,681242418453299201,1469,523
1697,681231109724700672,2380,478
1698,681193455364796417,3653,1459
1699,680970795137544192,2396,646
1700,680959110691590145,4534,1978
1701,680940246314430465,3168,1036
1702,680934982542561280,2063,428
1703,680913438424612864,2374,612
1704,680889648562991104,1741,358
1705,680836378243002368,3420,1299
1706,680805554198020098,2133,656
1707,680801747103793152,2353,807
1708,680798457301471234,2816,1013
1709,680609293079592961,2598,689
1710,680583894916304897,3576,1312
1711,680497766108381184,4187,1878
1712,680494726643068929,1696,479
1713,680473011644985345,2512,735
1714,680440374763077632,1426,494
1715,680221482581123072,1449,290
1716,680206703334408192,2795,1148
1717,680191257256136705,2114,492
1718,680176173301628928,3846,1525
1719,680161097740095489,2295,723
1720,680145970311643136,3561,1710
1721,680130881361686529,2259,927
1722,680115823365742593,2681,890
1723,680100725817409536,3524,1348
1724,680085611152338944,12654,8843
1725,680070545539371008,2549,846
1726,680055455951884288,0,0
1727,679877062409191424,1960,640
1728,679872969355714560,2158,652
1729,679862121895714818,2418,604
1730,679854723806179328,2811,1205
1731,679844490799091713,2336,748
1732,679828447187857408,35751,13766
1733,679777920601223168,3054,1082
1734,679736210798047232,2067,777
1735,679729593985699840,2138,809
1736,679722016581222400,1638,459
1737,679530280114372609,4721,2045
1738,679527802031484928,2602,710
1739,679511351870550016,3307,1244
1740,679503373272485890,3128,1440
1741,679475951516934144,2064,626
1742,679462823135686656,31072,18427
1743,679405845277462528,2336,1180
1744,679158373988876288,20925,7880
1745,679148763231985668,2732,1008
1746,679132435750195208,2927,1132
1747,679111216690831360,5862,2533
1748,679062614270468097,16660,7908
1749,679047485189439488,2209,650
1750,679001094530465792,2780,1197
1751,678991772295516161,2261,1132
1752,678969228704284672,1616,447
1753,678800283649069056,2521,878
1754,678798276842360832,3397,1136
1755,678774928607469569,2761,883
1756,678767140346941444,3465,1328
1757,678764513869611008,1605,464
1758,678755239630127104,6974,3205
1759,678740035362037760,3688,1639
1760,678708137298427904,5500,2374
1761,678675843183484930,2806,1425
1762,678643457146150913,2009,395
1763,678446151570427904,3926,1505
1764,678424312106393600,5372,2482
1765,678410210315247616,4131,1765
1766,678399652199309312,77777,31032
1767,678396796259975168,1565,405
1768,678389028614488064,1832,412
1769,678380236862578688,2389,889
1770,678341075375947776,1699,525
1771,678334497360859136,1284,248
1772,678278586130948096,11219,5950
1773,678255464182861824,1560,357
1774,678023323247357953,1875,374
1775,678021115718029313,13341,6186
1776,677961670166224897,3347,1644
1777,677918531514703872,1314,397
1778,677895101218201600,4727,2017
1779,677716515794329600,2991,958
1780,677700003327029250,3320,1413
1781,677698403548192770,1206,311
1782,677687604918272002,2437,828
1783,677673981332312066,3265,1462
1784,677662372920729601,1909,928
1785,677644091929329666,1815,779
1786,677573743309385728,2086,685
1787,677565715327688705,1274,452
1788,677557565589463040,2393,1122
1789,677547928504967168,6794,3587
1790,677530072887205888,1042,222
1791,677335745548390400,2978,1728
1792,677334615166730240,1316,278
1793,677331501395156992,1063,231
1794,677328882937298944,3563,1462
1795,677314812125323265,1607,520
1796,677301033169788928,1207,391
1797,677269281705472000,1933,689
1798,677228873407442944,3467,1595
1799,677187300187611136,2679,894
1800,676975532580409345,2710,1040
1801,676957860086095872,2187,793
1802,676949632774234114,1272,384
1803,676948236477857792,2108,843
1804,676946864479084545,1690,359
1805,676942428000112642,2023,730
1806,676936541936185344,12411,4792
1807,676916996760600576,2910,1765
1808,676897532954456065,2196,707
1809,676864501615042560,2047,688
1810,676821958043033607,22356,15129
1811,676819651066732545,1775,647
1812,676811746707918848,1389,412
1813,676776431406465024,4874,1969
1814,676617503762681856,2813,931
1815,676613908052996102,1053,195
1816,676606785097199616,1842,419
1817,676603393314578432,1133,373
1818,676593408224403456,4442,2099
1819,676590572941893632,894,118
1820,676588346097852417,2255,758
1821,676582956622721024,1161,266
1822,676575501977128964,2511,1084
1823,676533798876651520,1824,537
1824,676496375194980353,1479,518
1825,676470639084101634,11300,4527
1826,676440007570247681,1675,641
1827,676430933382295552,1360,331
1828,676263575653122048,2027,525
1829,676237365392908289,1174,279
1830,676219687039057920,74375,30093
1831,676215927814406144,1686,556
1832,676191832485810177,2219,1001
1833,676146341966438401,1867,641
1834,676121918416756736,2103,1125
1835,676101918813499392,2747,1131
1836,676098748976615425,2915,1373
1837,676089483918516224,1274,424
1838,675898130735476737,1565,555
1839,675891555769696257,2061,826
1840,675888385639251968,2307,927
1841,675878199931371520,4060,1356
1842,675870721063669760,1574,548
1843,675853064436391936,2609,1249
1844,675849018447167488,915,138
1845,675845657354215424,2205,849
1846,675822767435051008,1476,518
1847,675820929667219457,1015,227
1848,675798442703122432,9949,3303
1849,675781562965868544,1582,451
1850,675740360753160193,1131,329
1851,675710890956750848,1827,787
1852,675707330206547968,1910,659
